Date;Location;Product;Sales
2022.01.09;Location B;Croissant;99
2022.01.09;Location B;Pastry;98
2022.01.08;Location A;Pastry;43
2022.01.08;Location A;Bread;220
2022.01.08;Location A;Croissant;104
2022.01.08;Location C;Pastry;107
2022.01.08;Location C;Bread;401
2022.01.08;Location C;Croissant;411
2022.01.08;Location B;Croissant;138
2022.01.08;Location B;Pastry;31
2022.01.08;Location B;Bread;120
2022.01.07;Location A;Croissant;169
2022.01.07;Location A;Pastry;157
2022.01.07;Location A;Bread;240
2022.01.07;Location C;Pastry;95
2022.01.07;Location C;Bread;111
2022.01.07;Location C;Croissant;145
2022.01.07;Location B;Pastry;99
2022.01.07;Location B;Croissant;54
2022.01.07;Location B;Bread;158
2022.01.06;Location A;Bread;134
2022.01.06;Location A;Croissant;224
2022.01.06;Location A;Pastry;175
2022.01.06;Location C;Croissant;127
2022.01.06;Location C;Pastry;122
2022.01.06;Location C;Bread;258
2022.01.06;Location B;Pastry;52
2022.01.06;Location B;Croissant;188
2022.01.06;Location B;Bread;86
2022.01.05;Location A;Croissant;282
2022.01.05;Location A;Bread;167
2022.01.05;Location A;Pastry;88
2022.01.05;Location C;Pastry;56
2022.01.05;Location C;Bread;268
2022.01.05;Location C;Croissant;155
2022.01.05;Location B;Bread;131
2022.01.05;Location B;Croissant;44
2022.01.05;Location B;Pastry;76
2022.01.04;Location A;Croissant;218
2022.01.04;Location A;Pastry;196
2022.01.04;Location A;Bread;124
2022.01.04;Location C;Pastry;80
2022.01.04;Location C;Bread;190
2022.01.04;Location C;Croissant;176
2022.01.04;Location B;Bread;32
2022.01.04;Location B;Pastry;42
2022.01.04;Location B;Croissant;112
2022.01.03;Location A;Croissant;158
2022.01.03;Location A;Pastry;196
2022.01.03;Location A;Bread;191
2022.01.03;Location C;Croissant;76
2022.01.03;Location C;Bread;51
2022.01.03;Location C;Pastry;59
2022.01.03;Location B;Croissant;165
2022.01.03;Location B;Bread;164
2022.01.03;Location B;Pastry;74
2022.01.02;Location A;Croissant;287
2022.01.02;Location A;Bread;193
2022.01.02;Location A;Pastry;251
2022.01.02;Location C;Bread;137
2022.01.02;Location C;Croissant;221
2022.01.02;Location C;Pastry;90
2022.01.02;Location B;Pastry;62
2022.01.02;Location B;Bread;124
2022.01.02;Location B;Croissant;103
2022.01.01;Location A;Croissant;228
2022.01.01;Location A;Pastry;110
2022.01.01;Location A;Bread;137
2022.01.01;Location C;Pastry;130
2022.01.01;Location C;Bread;51
2022.01.01;Location C;Croissant;110
2022.01.01;Location B;Pastry;89
2022.01.01;Location B;Croissant;148
2022.01.01;Location B;Bread;88
2021.12.31;Location A;Croissant;214
2021.12.31;Location A;Bread;135
2021.12.31;Location A;Pastry;235
2021.12.31;Location C;Croissant;100
2021.12.31;Location C;Bread;124
2021.12.31;Location C;Pastry;100
2021.12.31;Location B;Pastry;111
2021.12.31;Location B;Croissant;113
2021.12.31;Location B;Bread;123
2021.12.30;Location A;Croissant;224
2021.12.30;Location A;Pastry;184
2021.12.30;Location A;Bread;329
2021.12.30;Location C;Bread;128
2021.12.30;Location C;Croissant;140
2021.12.30;Location C;Pastry;108
2021.12.30;Location B;Pastry;148
2021.12.30;Location B;Croissant;125
2021.12.30;Location B;Bread;49
2021.12.29;Location A;Croissant;385
2021.12.29;Location A;Pastry;207
2021.12.29;Location A;Bread;250
2021.12.29;Location C;Bread;114
2021.12.29;Location C;Croissant;227
2021.12.29;Location C;Pastry;135
2021.12.29;Location B;Croissant;164
2021.12.29;Location B;Pastry;145
2021.12.29;Location B;Bread;135
2021.12.28;Location A;Croissant;239
2021.12.28;Location A;Pastry;264
2021.12.28;Location A;Bread;234
2021.12.28;Location C;Bread;134
2021.12.28;Location C;Croissant;190
2021.12.28;Location C;Pastry;91
2021.12.28;Location B;Croissant;115
2021.12.28;Location B;Bread;154
2021.12.28;Location B;Pastry;65
2021.12.27;Location A;Bread;308
2021.12.27;Location A;Pastry;197
2021.12.27;Location A;Croissant;208
2021.12.27;Location C;Croissant;158
2021.12.27;Location C;Pastry;112
2021.12.27;Location C;Bread;165
2021.12.27;Location B;Croissant;147
2021.12.27;Location B;Bread;100
2021.12.27;Location B;Pastry;109
2021.12.26;Location A;Bread;346
2021.12.26;Location A;Pastry;143
2021.12.26;Location A;Croissant;486
2021.12.26;Location C;Croissant;71
2021.12.26;Location C;Pastry;99
2021.12.26;Location C;Bread;153
2021.12.26;Location B;Pastry;63
2021.12.26;Location B;Croissant;148
2021.12.26;Location B;Bread;126
2021.12.25;Location A;Bread;219
2021.12.25;Location A;Croissant;163
2021.12.25;Location A;Pastry;355
2021.12.25;Location C;Croissant;114
2021.12.25;Location C;Bread;66
2021.12.25;Location C;Pastry;118
2021.12.25;Location B;Pastry;52
2021.12.25;Location B;Bread;53
2021.12.25;Location B;Croissant;150
2021.12.24;Location A;Bread;189
2021.12.24;Location A;Croissant;181
2021.12.24;Location A;Pastry;158
2021.12.24;Location C;Bread;90
2021.12.24;Location C;Pastry;96
2021.12.24;Location C;Croissant;39
2021.12.24;Location B;Croissant;13
2021.12.24;Location B;Bread;58
2021.12.23;Location A;Bread;211
2021.12.23;Location A;Pastry;304
2021.12.23;Location A;Croissant;391
2021.12.23;Location C;Pastry;82
2021.12.23;Location C;Croissant;103
2021.12.23;Location C;Bread;182
2021.12.23;Location B;Pastry;116
2021.12.23;Location B;Bread;148
2021.12.23;Location B;Croissant;61
2021.12.22;Location A;Bread;194
2021.12.22;Location A;Pastry;240
2021.12.22;Location A;Croissant;320
2021.12.22;Location C;Pastry;39
2021.12.22;Location C;Bread;152
2021.12.22;Location C;Croissant;141
2021.12.22;Location B;Bread;109
2021.12.22;Location B;Croissant;39
2021.12.22;Location B;Pastry;146
2021.12.21;Location A;Croissant;92
2021.12.21;Location A;Pastry;269
2021.12.21;Location A;Bread;295
2021.12.21;Location C;Bread;63
2021.12.21;Location C;Pastry;95
2021.12.21;Location C;Croissant;80
2021.12.21;Location B;Bread;142
2021.12.21;Location B;Croissant;195
2021.12.21;Location B;Pastry;115
2021.12.20;Location A;Pastry;244
2021.12.20;Location A;Bread;265
2021.12.20;Location A;Croissant;176
2021.12.20;Location C;Croissant;76
2021.12.20;Location C;Pastry;72
2021.12.20;Location C;Bread;161
2021.12.20;Location B;Pastry;124
2021.12.20;Location B;Croissant;227
2021.12.20;Location B;Bread;103
2021.12.19;Location A;Bread;248
2021.12.19;Location A;Croissant;189
2021.12.19;Location C;Croissant;108
2021.12.19;Location C;Pastry;95
2021.12.19;Location C;Bread;169
2021.12.19;Location B;Pastry;126
2021.12.19;Location B;Croissant;113
2021.12.19;Location B;Bread;53
2021.12.18;Location A;Pastry;210
2021.12.18;Location A;Bread;346
2021.12.18;Location A;Croissant;366
2021.12.18;Location C;Bread;94
2021.12.18;Location C;Pastry;99
2021.12.18;Location C;Croissant;155
2021.12.18;Location B;Pastry;119
2021.12.18;Location B;Croissant;210
2021.12.18;Location B;Bread;115
2021.12.17;Location A;Pastry;264
2021.12.17;Location A;Bread;136
2021.12.17;Location A;Croissant;304
2021.12.17;Location C;Pastry;82
2021.12.17;Location C;Croissant;91
2021.12.17;Location C;Bread;119
2021.12.17;Location B;Bread;123
2021.12.17;Location B;Croissant;57
2021.12.17;Location B;Pastry;88
2021.12.16;Location A;Bread;224
2021.12.16;Location A;Pastry;159
2021.12.16;Location A;Croissant;239
2021.12.16;Location C;Croissant;84
2021.12.16;Location C;Pastry;60
2021.12.16;Location C;Bread;186
2021.12.16;Location B;Bread;138
2021.12.16;Location B;Pastry;129
2021.12.16;Location B;Croissant;131
2021.12.15;Location A;Pastry;188
2021.12.15;Location A;Bread;210
2021.12.15;Location A;Croissant;489
2021.12.15;Location C;Croissant;88
2021.12.15;Location C;Bread;140
2021.12.15;Location C;Pastry;36
2021.12.15;Location B;Croissant;126
2021.12.15;Location B;Pastry;92
2021.12.15;Location B;Bread;51
2021.12.14;Location A;Pastry;179
2021.12.14;Location A;Croissant;222
2021.12.14;Location A;Bread;115
2021.12.14;Location C;Croissant;197
2021.12.14;Location C;Bread;159
2021.12.14;Location B;Bread;111
2021.12.14;Location B;Pastry;12
2021.12.14;Location B;Croissant;73
2021.12.13;Location A;Pastry;192
2021.12.13;Location A;Croissant;92
2021.12.13;Location A;Bread;265
2021.12.13;Location C;Croissant;79
2021.12.13;Location C;Pastry;73
2021.12.13;Location C;Bread;165
2021.12.13;Location B;Croissant;176
2021.12.13;Location B;Bread;73
2021.12.13;Location B;Pastry;41
2021.12.12;Location A;Bread;149
2021.12.12;Location A;Croissant;123
2021.12.12;Location A;Pastry;207
2021.12.12;Location C;Pastry;93
2021.12.12;Location C;Croissant;119
2021.12.12;Location C;Bread;103
2021.12.12;Location B;Croissant;144
2021.12.12;Location B;Pastry;100
2021.12.12;Location B;Bread;164
2021.12.11;Location A;Bread;136
2021.12.11;Location A;Pastry;164
2021.12.11;Location A;Croissant;260
2021.12.11;Location C;Pastry;63
2021.12.11;Location C;Croissant;75
2021.12.11;Location C;Bread;116
2021.12.11;Location B;Bread;156
2021.12.11;Location B;Croissant;159
2021.12.11;Location B;Pastry;95
2021.12.10;Location A;Bread;182
2021.12.10;Location A;Croissant;181
2021.12.10;Location A;Pastry;90
2021.12.10;Location C;Bread;71
2021.12.10;Location C;Croissant;120
2021.12.10;Location C;Pastry;53
2021.12.10;Location B;Pastry;71
2021.12.10;Location B;Croissant;119
2021.12.10;Location B;Bread;119
2021.12.09;Location A;Croissant;114
2021.12.09;Location A;Pastry;116
2021.12.09;Location A;Bread;203
2021.12.09;Location C;Bread;160
2021.12.09;Location C;Croissant;120
2021.12.09;Location C;Pastry;97
2021.12.09;Location B;Bread;55
2021.12.09;Location B;Croissant;218
2021.12.09;Location B;Pastry;166
2021.12.08;Location A;Pastry;280
2021.12.08;Location A;Bread;299
2021.12.08;Location A;Croissant;259
2021.12.08;Location C;Pastry;85
2021.12.08;Location C;Croissant;166
2021.12.08;Location C;Bread;138
2021.12.08;Location B;Bread;208
2021.12.08;Location B;Pastry;119
2021.12.08;Location B;Croissant;120
2021.12.07;Location A;Bread;255
2021.12.07;Location A;Pastry;325
2021.12.07;Location A;Croissant;320
2021.12.07;Location C;Bread;90
2021.12.07;Location C;Croissant;121
2021.12.07;Location C;Pastry;55
2021.12.07;Location B;Croissant;95
2021.12.07;Location B;Bread;100
2021.12.07;Location B;Pastry;64
2021.12.06;Location A;Croissant;322
2021.12.06;Location A;Pastry;164
2021.12.06;Location A;Bread;113
2021.12.06;Location C;Bread;170
2021.12.06;Location C;Pastry;102
2021.12.06;Location C;Croissant;96
2021.12.06;Location B;Bread;141
2021.12.06;Location B;Pastry;67
2021.12.06;Location B;Croissant;123
2021.12.05;Location A;Croissant;100
2021.12.05;Location A;Bread;122
2021.12.05;Location A;Pastry;113
2021.12.05;Location C;Pastry;129
2021.12.05;Location C;Bread;98
2021.12.05;Location C;Croissant;155
2021.12.05;Location B;Bread;60
2021.12.05;Location B;Pastry;115
2021.12.05;Location B;Croissant;192
2021.12.04;Location A;Bread;329
2021.12.04;Location A;Croissant;176
2021.12.04;Location A;Pastry;346
2021.12.04;Location C;Pastry;100
2021.12.04;Location C;Croissant;97
2021.12.04;Location C;Bread;71
2021.12.04;Location B;Pastry;85
2021.12.04;Location B;Croissant;101
2021.12.04;Location B;Bread;132
2021.12.03;Location A;Bread;168
2021.12.03;Location A;Croissant;188
2021.12.03;Location A;Pastry;185
2021.12.03;Location C;Bread;64
2021.12.03;Location C;Pastry;78
2021.12.03;Location C;Croissant;112
2021.12.03;Location B;Croissant;145
2021.12.03;Location B;Pastry;102
2021.12.03;Location B;Bread;169
2021.12.02;Location A;Bread;255
2021.12.02;Location A;Croissant;170
2021.12.02;Location A;Pastry;379
2021.12.02;Location C;Croissant;129
2021.12.02;Location C;Pastry;84
2021.12.02;Location C;Bread;97
2021.12.02;Location B;Pastry;67
2021.12.02;Location B;Croissant;128
2021.12.02;Location B;Bread;200
2021.12.01;Location A;Pastry;175
2021.12.01;Location A;Bread;376
2021.12.01;Location A;Croissant;163
2021.12.01;Location C;Pastry;113
2021.12.01;Location C;Croissant;85
2021.12.01;Location C;Bread;115
2021.12.01;Location B;Pastry;42
2021.12.01;Location B;Bread;142
2021.12.01;Location B;Croissant;209
2021.11.30;Location A;Pastry;213
2021.11.30;Location A;Bread;248
2021.11.30;Location A;Croissant;126
2021.11.30;Location C;Bread;47
2021.11.30;Location C;Croissant;108
2021.11.30;Location C;Pastry;35
2021.11.30;Location B;Bread;109
2021.11.30;Location B;Croissant;131
2021.11.30;Location B;Pastry;89
2021.11.29;Location A;Pastry;203
2021.11.29;Location A;Croissant;197
2021.11.29;Location A;Bread;200
2021.11.29;Location C;Croissant;132
2021.11.29;Location C;Pastry;93
2021.11.29;Location C;Bread;128
2021.11.29;Location B;Croissant;145
2021.11.29;Location B;Pastry;92
2021.11.29;Location B;Bread;152
2021.11.28;Location A;Pastry;292
2021.11.28;Location A;Croissant;288
2021.11.28;Location A;Bread;298
2021.11.28;Location C;Pastry;74
2021.11.28;Location C;Bread;106
2021.11.28;Location C;Croissant;112
2021.11.28;Location B;Croissant;124
2021.11.28;Location B;Pastry;60
2021.11.28;Location B;Bread;108
2021.11.27;Location A;Croissant;280
2021.11.27;Location A;Pastry;330
2021.11.27;Location A;Bread;198
2021.11.27;Location C;Croissant;85
2021.11.27;Location C;Bread;62
2021.11.27;Location C;Pastry;118
2021.11.27;Location B;Croissant;201
2021.11.27;Location B;Pastry;79
2021.11.27;Location B;Bread;133
2021.11.26;Location A;Croissant;292
2021.11.26;Location A;Pastry;305
2021.11.26;Location A;Bread;200
2021.11.26;Location C;Pastry;29
2021.11.26;Location C;Croissant;118
2021.11.26;Location C;Bread;102
2021.11.26;Location B;Croissant;202
2021.11.26;Location B;Pastry;137
2021.11.26;Location B;Bread;170
2021.11.25;Location A;Pastry;174
2021.11.25;Location A;Bread;211
2021.11.25;Location A;Croissant;191
2021.11.25;Location C;Pastry;52
2021.11.25;Location C;Bread;86
2021.11.25;Location C;Croissant;184
2021.11.25;Location B;Bread;58
2021.11.25;Location B;Croissant;101
2021.11.25;Location B;Pastry;106
2021.11.24;Location A;Pastry;153
2021.11.24;Location A;Bread;227
2021.11.24;Location A;Croissant;232
2021.11.24;Location C;Croissant;115
2021.11.24;Location C;Pastry;32
2021.11.24;Location C;Bread;19
2021.11.24;Location B;Bread;163
2021.11.24;Location B;Croissant;171
2021.11.23;Location A;Croissant;198
2021.11.23;Location A;Pastry;258
2021.11.23;Location A;Bread;131
2021.11.23;Location C;Pastry;93
2021.11.23;Location C;Bread;63
2021.11.23;Location C;Croissant;105
2021.11.23;Location B;Croissant;79
2021.11.23;Location B;Bread;148
2021.11.23;Location B;Pastry;69
2021.11.22;Location A;Croissant;176
2021.11.22;Location A;Pastry;235
2021.11.22;Location A;Bread;340
2021.11.22;Location C;Pastry;105
2021.11.22;Location C;Croissant;79
2021.11.22;Location C;Bread;96
2021.11.22;Location B;Croissant;106
2021.11.22;Location B;Pastry;102
2021.11.22;Location B;Bread;71
2021.11.21;Location A;Croissant;259
2021.11.21;Location A;Bread;190
2021.11.21;Location A;Pastry;280
2021.11.21;Location C;Croissant;131
2021.11.21;Location C;Pastry;79
2021.11.21;Location B;Croissant;188
2021.11.21;Location B;Bread;148
2021.11.21;Location B;Pastry;175
2021.11.20;Location A;Bread;274
2021.11.20;Location A;Croissant;236
2021.11.20;Location A;Pastry;264
2021.11.20;Location C;Bread;114
2021.11.20;Location C;Croissant;144
2021.11.20;Location C;Pastry;43
2021.11.20;Location B;Croissant;135
2021.11.20;Location B;Bread;71
2021.11.20;Location B;Pastry;133
2021.11.19;Location A;Croissant;130
2021.11.19;Location A;Bread;382
2021.11.19;Location A;Pastry;302
2021.11.19;Location C;Bread;86
2021.11.19;Location C;Croissant;138
2021.11.19;Location C;Pastry;75
2021.11.19;Location B;Pastry;56
2021.11.19;Location B;Croissant;93
2021.11.19;Location B;Bread;194
2021.11.18;Location A;Croissant;185
2021.11.18;Location A;Bread;173
2021.11.18;Location A;Pastry;272
2021.11.18;Location C;Pastry;57
2021.11.18;Location C;Croissant;112
2021.11.18;Location C;Bread;116
2021.11.18;Location B;Pastry;118
2021.11.18;Location B;Bread;234
2021.11.18;Location B;Croissant;114
2021.11.17;Location A;Bread;220
2021.11.17;Location A;Croissant;250
2021.11.17;Location A;Pastry;117
2021.11.17;Location C;Bread;116
2021.11.17;Location C;Pastry;105
2021.11.17;Location C;Croissant;143
2021.11.17;Location B;Bread;176
2021.11.17;Location B;Pastry;143
2021.11.17;Location B;Croissant;61
2021.11.16;Location A;Pastry;158
2021.11.16;Location A;Bread;198
2021.11.16;Location A;Croissant;260
2021.11.16;Location C;Pastry;86
2021.11.16;Location C;Croissant;101
2021.11.16;Location C;Bread;120
2021.11.16;Location B;Pastry;88
2021.11.16;Location B;Croissant;129
2021.11.16;Location B;Bread;129
2021.11.15;Location A;Pastry;200
2021.11.15;Location A;Bread;183
2021.11.15;Location A;Croissant;298
2021.11.15;Location C;Bread;134
2021.11.15;Location C;Croissant;232
2021.11.15;Location C;Pastry;80
2021.11.15;Location B;Croissant;106
2021.11.15;Location B;Pastry;144
2021.11.15;Location B;Bread;77
2021.11.14;Location A;Pastry;103
2021.11.14;Location A;Croissant;279
2021.11.14;Location A;Bread;204
2021.11.14;Location C;Pastry;24
2021.11.14;Location C;Bread;73
2021.11.14;Location C;Croissant;62
2021.11.14;Location B;Bread;105
2021.11.14;Location B;Croissant;149
2021.11.14;Location B;Pastry;79
2021.11.13;Location A;Croissant;210
2021.11.13;Location A;Pastry;90
2021.11.13;Location A;Bread;200
2021.11.13;Location C;Croissant;60
2021.11.13;Location C;Bread;115
2021.11.13;Location C;Pastry;25
2021.11.13;Location B;Croissant;172
2021.11.13;Location B;Pastry;103
2021.11.13;Location B;Bread;170
2021.11.12;Location A;Pastry;244
2021.11.12;Location A;Bread;282
2021.11.12;Location A;Croissant;237
2021.11.12;Location C;Pastry;112
2021.11.12;Location C;Croissant;159
2021.11.12;Location C;Bread;102
2021.11.12;Location B;Bread;252
2021.11.12;Location B;Pastry;106
2021.11.12;Location B;Croissant;147
2021.11.11;Location A;Croissant;43
2021.11.11;Location A;Pastry;91
2021.11.11;Location A;Bread;188
2021.11.11;Location C;Croissant;177
2021.11.11;Location C;Bread;149
2021.11.11;Location C;Pastry;43
2021.11.11;Location B;Pastry;10
2021.11.11;Location B;Croissant;220
2021.11.11;Location B;Bread;166
2021.11.10;Location A;Bread;278
2021.11.10;Location A;Pastry;256
2021.11.10;Location A;Croissant;154
2021.11.10;Location C;Croissant;94
2021.11.10;Location C;Pastry;86
2021.11.10;Location C;Bread;76
2021.11.10;Location B;Croissant;204
2021.11.10;Location B;Pastry;69
2021.11.10;Location B;Bread;68
2021.11.09;Location A;Croissant;54
2021.11.09;Location A;Pastry;207
2021.11.09;Location A;Bread;228
2021.11.09;Location C;Pastry;71
2021.11.09;Location C;Bread;86
2021.11.09;Location C;Croissant;159
2021.11.09;Location B;Croissant;180
2021.11.09;Location B;Pastry;103
2021.11.09;Location B;Bread;123
2021.11.08;Location A;Croissant;128
2021.11.08;Location A;Bread;286
2021.11.08;Location A;Pastry;315
2021.11.08;Location C;Bread;59
2021.11.08;Location C;Pastry;57
2021.11.08;Location C;Croissant;41
2021.11.08;Location B;Bread;99
2021.11.08;Location B;Croissant;45
2021.11.08;Location B;Pastry;123
2021.11.07;Location A;Pastry;275
2021.11.07;Location A;Croissant;198
2021.11.07;Location A;Bread;291
2021.11.07;Location C;Bread;29
2021.11.07;Location C;Croissant;194
2021.11.07;Location C;Pastry;124
2021.11.07;Location B;Pastry;113
2021.11.07;Location B;Croissant;135
2021.11.07;Location B;Bread;77
2021.11.06;Location A;Bread;182
2021.11.06;Location A;Pastry;145
2021.11.06;Location A;Croissant;198
2021.11.06;Location C;Croissant;72
2021.11.06;Location C;Bread;121
2021.11.06;Location C;Pastry;101
2021.11.06;Location B;Pastry;80
2021.11.06;Location B;Croissant;127
2021.11.06;Location B;Bread;117
2021.11.05;Location A;Bread;218
2021.11.05;Location A;Pastry;239
2021.11.05;Location A;Croissant;99
2021.11.05;Location C;Bread;27
2021.11.05;Location C;Pastry;126
2021.11.05;Location C;Croissant;216
2021.11.05;Location B;Bread;73
2021.11.05;Location B;Croissant;190
2021.11.05;Location B;Pastry;181
2021.11.04;Location A;Croissant;242
2021.11.04;Location A;Pastry;265
2021.11.04;Location A;Bread;302
2021.11.04;Location C;Bread;120
2021.11.04;Location C;Pastry;36
2021.11.04;Location C;Croissant;140
2021.11.04;Location B;Pastry;151
2021.11.04;Location B;Croissant;234
2021.11.04;Location B;Bread;247
2021.11.03;Location A;Bread;309
2021.11.03;Location A;Pastry;123
2021.11.03;Location A;Croissant;269
2021.11.03;Location C;Bread;123
2021.11.03;Location C;Croissant;140
2021.11.03;Location C;Pastry;53
2021.11.03;Location B;Croissant;140
2021.11.03;Location B;Pastry;146
2021.11.03;Location B;Bread;203
2021.11.02;Location A;Pastry;220
2021.11.02;Location A;Croissant;151
2021.11.02;Location A;Bread;248
2021.11.02;Location C;Bread;74
2021.11.02;Location C;Pastry;71
2021.11.02;Location C;Croissant;194
2021.11.02;Location B;Croissant;187
2021.11.02;Location B;Pastry;110
2021.11.02;Location B;Bread;92
2021.11.01;Location A;Bread;292
2021.11.01;Location A;Croissant;107
2021.11.01;Location A;Pastry;152
2021.11.01;Location C;Bread;77
2021.11.01;Location C;Croissant;112
2021.11.01;Location C;Pastry;101
2021.11.01;Location B;Bread;139
2021.11.01;Location B;Croissant;69
2021.11.01;Location B;Pastry;96
2021.10.31;Location A;Pastry;200
2021.10.31;Location A;Croissant;195
2021.10.31;Location A;Bread;183
2021.10.31;Location C;Croissant;142
2021.10.31;Location C;Pastry;20
2021.10.31;Location B;Bread;95
2021.10.31;Location B;Pastry;132
2021.10.31;Location B;Croissant;80
2021.10.30;Location A;Pastry;375
2021.10.30;Location A;Bread;370
2021.10.30;Location A;Croissant;372
2021.10.30;Location C;Pastry;108
2021.10.30;Location C;Croissant;141
2021.10.30;Location C;Bread;77
2021.10.30;Location B;Croissant;203
2021.10.30;Location B;Bread;265
2021.10.29;Location A;Pastry;480
2021.10.29;Location A;Croissant;357
2021.10.29;Location A;Bread;499
2021.10.29;Location C;Bread;108
2021.10.29;Location C;Croissant;56
2021.10.29;Location C;Pastry;96
2021.10.29;Location B;Bread;205
2021.10.29;Location B;Pastry;163
2021.10.29;Location B;Croissant;203
2021.10.28;Location A;Bread;260
2021.10.28;Location A;Pastry;207
2021.10.28;Location A;Croissant;156
2021.10.28;Location C;Croissant;131
2021.10.28;Location C;Pastry;28
2021.10.28;Location C;Bread;149
2021.10.28;Location B;Pastry;63
2021.10.28;Location B;Bread;106
2021.10.28;Location B;Croissant;194
2021.10.27;Location A;Pastry;377
2021.10.27;Location A;Croissant;177
2021.10.27;Location A;Bread;328
2021.10.27;Location C;Bread;28
2021.10.27;Location C;Croissant;152
2021.10.27;Location C;Pastry;61
2021.10.27;Location B;Pastry;79
2021.10.27;Location B;Bread;182
2021.10.27;Location B;Croissant;162
2021.10.26;Location A;Croissant;308
2021.10.26;Location A;Bread;324
2021.10.26;Location A;Pastry;348
2021.10.26;Location C;Pastry;109
2021.10.26;Location C;Bread;138
2021.10.26;Location C;Croissant;147
2021.10.26;Location B;Croissant;179
2021.10.26;Location B;Pastry;53
2021.10.26;Location B;Bread;122
2021.10.25;Location A;Croissant;154
2021.10.25;Location A;Pastry;228
2021.10.25;Location A;Bread;203
2021.10.25;Location C;Croissant;163
2021.10.25;Location C;Pastry;99
2021.10.25;Location C;Bread;105
2021.10.25;Location B;Pastry;130
2021.10.25;Location B;Bread;229
2021.10.25;Location B;Croissant;129
2021.10.24;Location A;Bread;369
2021.10.24;Location A;Croissant;207
2021.10.24;Location A;Pastry;294
2021.10.24;Location C;Croissant;201
2021.10.24;Location C;Pastry;115
2021.10.24;Location C;Bread;138
2021.10.24;Location B;Croissant;147
2021.10.24;Location B;Pastry;74
2021.10.24;Location B;Bread;192
2021.10.23;Location A;Pastry;238
2021.10.23;Location A;Croissant;309
2021.10.23;Location A;Bread;363
2021.10.23;Location C;Croissant;103
2021.10.23;Location C;Pastry;103
2021.10.23;Location C;Bread;147
2021.10.23;Location B;Bread;91
2021.10.23;Location B;Pastry;149
2021.10.23;Location B;Croissant;82
2021.10.22;Location A;Croissant;189
2021.10.22;Location A;Pastry;315
2021.10.22;Location A;Bread;245
2021.10.22;Location C;Croissant;94
2021.10.22;Location C;Bread;134
2021.10.22;Location C;Pastry;79
2021.10.22;Location B;Bread;202
2021.10.22;Location B;Croissant;183
2021.10.22;Location B;Pastry;144
2021.10.21;Location A;Bread;216
2021.10.21;Location A;Pastry;336
2021.10.21;Location A;Croissant;259
2021.10.21;Location C;Croissant;72
2021.10.21;Location C;Bread;167
2021.10.21;Location C;Pastry;69
2021.10.21;Location B;Croissant;170
2021.10.21;Location B;Bread;288
2021.10.21;Location B;Pastry;108
2021.10.20;Location A;Bread;230
2021.10.20;Location A;Pastry;272
2021.10.20;Location A;Croissant;274
2021.10.20;Location C;Pastry;56
2021.10.20;Location C;Bread;123
2021.10.20;Location C;Croissant;77
2021.10.20;Location B;Bread;112
2021.10.20;Location B;Pastry;107
2021.10.19;Location A;Bread;240
2021.10.19;Location A;Pastry;272
2021.10.19;Location A;Croissant;159
2021.10.19;Location C;Bread;30
2021.10.19;Location C;Pastry;41
2021.10.19;Location C;Croissant;170
2021.10.19;Location B;Croissant;130
2021.10.19;Location B;Pastry;96
2021.10.19;Location B;Bread;148
2021.10.18;Location A;Pastry;217
2021.10.18;Location A;Croissant;100
2021.10.18;Location A;Bread;212
2021.10.18;Location C;Croissant;144
2021.10.18;Location C;Bread;82
2021.10.18;Location C;Pastry;15
2021.10.18;Location B;Pastry;108
2021.10.18;Location B;Bread;70
2021.10.18;Location B;Croissant;132
2021.10.17;Location A;Pastry;238
2021.10.17;Location A;Bread;291
2021.10.17;Location C;Pastry;83
2021.10.17;Location C;Croissant;86
2021.10.17;Location C;Bread;122
2021.10.17;Location B;Pastry;44
2021.10.17;Location B;Bread;186
2021.10.17;Location B;Croissant;130
2021.10.16;Location A;Croissant;248
2021.10.16;Location A;Pastry;328
2021.10.16;Location A;Bread;371
2021.10.16;Location C;Bread;139
2021.10.16;Location C;Pastry;100
2021.10.16;Location C;Croissant;173
2021.10.16;Location B;Bread;93
2021.10.16;Location B;Croissant;100
2021.10.16;Location B;Pastry;106
2021.10.15;Location A;Pastry;110
2021.10.15;Location A;Bread;255
2021.10.15;Location A;Croissant;376
2021.10.15;Location C;Bread;144
2021.10.15;Location C;Pastry;139
2021.10.15;Location C;Croissant;162
2021.10.15;Location B;Pastry;52
2021.10.15;Location B;Bread;147
2021.10.15;Location B;Croissant;239
2021.10.14;Location A;Croissant;161
2021.10.14;Location A;Pastry;192
2021.10.14;Location A;Bread;206
2021.10.14;Location C;Croissant;121
2021.10.14;Location C;Bread;83
2021.10.14;Location C;Pastry;41
2021.10.14;Location B;Bread;173
2021.10.14;Location B;Croissant;90
2021.10.14;Location B;Pastry;101
2021.10.13;Location A;Pastry;255
2021.10.13;Location A;Croissant;110
2021.10.13;Location A;Bread;219
2021.10.13;Location C;Croissant;79
2021.10.13;Location C;Bread;126
2021.10.13;Location C;Pastry;56
2021.10.13;Location B;Croissant;83
2021.10.13;Location B;Bread;125
2021.10.13;Location B;Pastry;109
2021.10.12;Location A;Bread;239
2021.10.12;Location A;Croissant;176
2021.10.12;Location A;Pastry;367
2021.10.12;Location C;Pastry;76
2021.10.12;Location C;Croissant;110
2021.10.12;Location C;Bread;30
